path,category,layer,total_hits,jorge,business_360,revolutia,monk,people,clients_360,notion_ids,hardcoded_paths,cal_com,personal_email
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/73-3-cold-email-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/74-1-send-3-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/75-2-solve-3-friction-points.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/76-1-leisure-relaxation-rest.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/77-1-send-4-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/78-2-create-last-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/79-3-build-hiring-pipeline.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/80-1-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/81-2-scrape-1000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/82-3-month-2-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/05-month-2/83-1-congratulations-youve-won-another-break.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/01-more-of-what-works.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/02-some-days-off.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/03-remember-to-ask-for-feedback.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/04-changes-to-upwork.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/05-one-day-at-a-time.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/06-wins-from-month-3.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/07-1-compile-solve-10-objections.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/08-2-10x-your-cold-email.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/09-1-solve-3-friction-points.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/10-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/11-1-compile-automation-templates-for-scalability.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/12-2-create-next-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/13-1-scrape-3000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/14-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/15-1-document-14-of-your-sops.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/16-2-cold-email-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/17-1-solve-3-friction-points.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/18-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/19-1-leisure-relaxation-rest.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/20-1-document-24-of-your-sops.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/21-2-create-next-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/22-1-scrape-3000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/23-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/24-1-create-deploy-reactivation-campaign.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/25-2-cold-email-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/26-1-document-34-of-your-sops.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/27-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/28-1-document-44-of-your-sops.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/29-2-create-next-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/30-1-scrape-3000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/31-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/32-1-leisure-relaxation-rest.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/33-1-build-a-centralized-resource-hub.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/34-2-cold-email-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/35-1-set-up-inbound-lead-gen-funnels.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/36-2-create-next-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/37-1-solve-2-friction-points.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/38-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/39-1-get-newswire-for-prsocial-proof.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/40-2-scrape-3000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/41-1-upwork-application-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/42-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/43-1-create-next-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/44-2-cold-email-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/45-1-leisure-relaxation-rest.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/46-1-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/47-1-solve-2-friction-points.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/48-2-scrape-3000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/49-1-create-next-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/50-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/51-1-set-up-sos-system-qwoted.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/52-2-cold-email-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/53-1-solve-1-friction-point.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/54-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/55-1-set-up-auto-invoice-collection-system.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/56-2-scrape-3000-leads.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/57-1-leisure-relaxation-rest.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/58-1-solve-1-friction-point.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/59-2-send-5-applications.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/60-1-create-last-community-post.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/61-2-month-3-retrospective.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/06-month-3/62-1-congratulations-youve-won-another-break.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/01-partner-proposal-upsell-template.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/02-cold-email-proposal-template.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/03-instantly-templates.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/04-all-in-one-clickup-crm.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/05-upwork-response-templates.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/06-1-more-of-what-works.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/07-2-days-off-are-entirely-up-to-you.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/08-3-remember-to-ask-for-feedback.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/09-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/10-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/11-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/12-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/13-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/14-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/15-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/16-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/17-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/18-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/19-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/20-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/21-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/22-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/23-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/24-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/25-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/26-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/27-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/28-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/29-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/30-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/31-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/32-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/33-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/34-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/35-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/36-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/37-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/38-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/39-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/40-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/41-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/42-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/43-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/44-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/45-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/46-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/47-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/48-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/49-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/50-3-community-posts-content-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/51-1-cold-email-management-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
/Users/jorgeguamis/Desktop/Life OS/02. Areas/aprendizaje/cursos/nick-saraev-skool/maker-school/07-month-4/52-2-upwork-applications-30m.md,CLEAN,L5-context-file,0,0,0,0,0,0,0,0,0,0,0
